v9,v8,v7,v6,v5,v4,v3,v2,v1,v0,Detection
0.5,0.54,0.57,0.61,0.46,0.5,0.45,0.6,0.56,0.5,0.0
0.54,0.57,0.61,0.46,0.5,0.45,0.6,0.56,0.5,0.43,0.0
0.57,0.61,0.46,0.5,0.45,0.6,0.56,0.5,0.43,0.63,0.0
0.61,0.46,0.5,0.45,0.6,0.56,0.5,0.43,0.63,0.58,0.0
0.46,0.5,0.45,0.6,0.56,0.5,0.43,0.63,0.58,0.56,0.0
0.5,0.45,0.6,0.56,0.5,0.43,0.63,0.58,0.56,0.55,0.0
0.45,0.6,0.56,0.5,0.43,0.63,0.58,0.56,0.55,0.55,0.0
0.6,0.56,0.5,0.43,0.63,0.58,0.56,0.55,0.55,0.63,0.0
0.56,0.5,0.43,0.63,0.58,0.56,0.55,0.55,0.63,0.45,0.0
0.5,0.43,0.63,0.58,0.56,0.55,0.55,0.63,0.45,0.59,0.0
0.43,0.63,0.58,0.56,0.55,0.55,0.63,0.45,0.59,0.51,0.0
0.63,0.58,0.56,0.55,0.55,0.63,0.45,0.59,0.51,0.65,0.0
0.58,0.56,0.55,0.55,0.63,0.45,0.59,0.51,0.65,0.45,0.0
0.56,0.55,0.55,0.63,0.45,0.59,0.51,0.65,0.45,0.46,0.0
0.55,0.55,0.63,0.45,0.59,0.51,0.65,0.45,0.46,0.5,0.0
0.55,0.63,0.45,0.59,0.51,0.65,0.45,0.46,0.5,0.46,0.0
0.63,0.45,0.59,0.51,0.65,0.45,0.46,0.5,0.46,0.46,0.0
0.45,0.59,0.51,0.65,0.45,0.46,0.5,0.46,0.46,0.51,0.0
0.59,0.51,0.65,0.45,0.46,0.5,0.46,0.46,0.51,0.52,0.0
0.51,0.65,0.45,0.46,0.5,0.46,0.46,0.51,0.52,0.46,0.0
0.65,0.45,0.46,0.5,0.46,0.46,0.51,0.52,0.46,0.63,0.0
0.45,0.46,0.5,0.46,0.46,0.51,0.52,0.46,0.63,0.52,0.0
0.46,0.5,0.46,0.46,0.51,0.52,0.46,0.63,0.52,0.63,0.0
0.5,0.46,0.46,0.51,0.52,0.46,0.63,0.52,0.63,0.64,0.0
0.46,0.46,0.51,0.52,0.46,0.63,0.52,0.63,0.64,0.57,0.0
0.46,0.51,0.52,0.46,0.63,0.52,0.63,0.64,0.57,0.65,0.0
0.51,0.52,0.46,0.63,0.52,0.63,0.64,0.57,0.65,0.55,0.0
0.52,0.46,0.63,0.52,0.63,0.64,0.57,0.65,0.55,0.66,0.0
0.46,0.63,0.52,0.63,0.64,0.57,0.65,0.55,0.66,0.59,0.0
0.63,0.52,0.63,0.64,0.57,0.65,0.55,0.66,0.59,0.48,0.0
0.52,0.63,0.64,0.57,0.65,0.55,0.66,0.59,0.48,0.52,0.0
0.63,0.64,0.57,0.65,0.55,0.66,0.59,0.48,0.52,0.59,0.0
0.64,0.57,0.65,0.55,0.66,0.59,0.48,0.52,0.59,0.66,0.0
0.57,0.65,0.55,0.66,0.59,0.48,0.52,0.59,0.66,0.55,0.0
0.65,0.55,0.66,0.59,0.48,0.52,0.59,0.66,0.55,0.6,0.0
0.55,0.66,0.59,0.48,0.52,0.59,0.66,0.55,0.6,0.6,0.0
0.66,0.59,0.48,0.52,0.59,0.66,0.55,0.6,0.6,0.56,0.0
0.59,0.48,0.52,0.59,0.66,0.55,0.6,0.6,0.56,0.66,0.0
0.48,0.52,0.59,0.66,0.55,0.6,0.6,0.56,0.66,0.65,0.0
0.52,0.59,0.66,0.55,0.6,0.6,0.56,0.66,0.65,0.62,0.0
0.59,0.66,0.55,0.6,0.6,0.56,0.66,0.65,0.62,0.6,0.0
0.66,0.55,0.6,0.6,0.56,0.66,0.65,0.62,0.6,0.6,0.0
0.55,0.6,0.6,0.56,0.66,0.65,0.62,0.6,0.6,0.55,0.0
0.6,0.6,0.56,0.66,0.65,0.62,0.6,0.6,0.55,0.66,0.0
0.6,0.56,0.66,0.65,0.62,0.6,0.6,0.55,0.66,0.56,0.0
0.56,0.66,0.65,0.62,0.6,0.6,0.55,0.66,0.56,0.49,0.0
0.66,0.65,0.62,0.6,0.6,0.55,0.66,0.56,0.49,0.56,0.0
0.65,0.62,0.6,0.6,0.55,0.66,0.56,0.49,0.56,0.66,0.0
0.62,0.6,0.6,0.55,0.66,0.56,0.49,0.56,0.66,0.47,0.0
0.6,0.6,0.55,0.66,0.56,0.49,0.56,0.66,0.47,0.48,0.0
0.6,0.55,0.66,0.56,0.49,0.56,0.66,0.47,0.48,0.52,0.0
0.55,0.66,0.56,0.49,0.56,0.66,0.47,0.48,0.52,0.64,0.0
0.66,0.56,0.49,0.56,0.66,0.47,0.48,0.52,0.64,0.53,0.0
0.56,0.49,0.56,0.66,0.47,0.48,0.52,0.64,0.53,0.52,0.0
0.49,0.56,0.66,0.47,0.48,0.52,0.64,0.53,0.52,0.47,0.0
0.56,0.66,0.47,0.48,0.52,0.64,0.53,0.52,0.47,0.66,0.0
0.66,0.47,0.48,0.52,0.64,0.53,0.52,0.47,0.66,0.6,0.0
0.47,0.48,0.52,0.64,0.53,0.52,0.47,0.66,0.6,0.61,0.0
0.48,0.52,0.64,0.53,0.52,0.47,0.66,0.6,0.61,0.5,0.0
0.52,0.64,0.53,0.52,0.47,0.66,0.6,0.61,0.5,0.48,0.0
0.64,0.53,0.52,0.47,0.66,0.6,0.61,0.5,0.48,0.58,0.0
0.53,0.52,0.47,0.66,0.6,0.61,0.5,0.48,0.58,0.55,0.0
0.52,0.47,0.66,0.6,0.61,0.5,0.48,0.58,0.55,0.56,0.0
0.47,0.66,0.6,0.61,0.5,0.48,0.58,0.55,0.56,0.51,0.0
0.66,0.6,0.61,0.5,0.48,0.58,0.55,0.56,0.51,0.49,0.0
0.6,0.61,0.5,0.48,0.58,0.55,0.56,0.51,0.49,0.58,0.0
0.61,0.5,0.48,0.58,0.55,0.56,0.51,0.49,0.58,0.62,0.0
0.5,0.48,0.58,0.55,0.56,0.51,0.49,0.58,0.62,0.5,0.0
0.48,0.58,0.55,0.56,0.51,0.49,0.58,0.62,0.5,0.48,0.0
0.58,0.55,0.56,0.51,0.49,0.58,0.62,0.5,0.48,0.49,0.0
0.55,0.56,0.51,0.49,0.58,0.62,0.5,0.48,0.49,0.49,0.0
0.56,0.51,0.49,0.58,0.62,0.5,0.48,0.49,0.49,0.63,0.0
0.51,0.49,0.58,0.62,0.5,0.48,0.49,0.49,0.63,0.58,0.0
0.49,0.58,0.62,0.5,0.48,0.49,0.49,0.63,0.58,0.48,0.0
0.58,0.62,0.5,0.48,0.49,0.49,0.63,0.58,0.48,0.63,0.0
0.62,0.5,0.48,0.49,0.49,0.63,0.58,0.48,0.63,0.61,0.0
0.5,0.48,0.49,0.49,0.63,0.58,0.48,0.63,0.61,0.6,0.0
0.48,0.49,0.49,0.63,0.58,0.48,0.63,0.61,0.6,0.56,0.0
0.49,0.49,0.63,0.58,0.48,0.63,0.61,0.6,0.56,0.46,0.0
0.49,0.63,0.58,0.48,0.63,0.61,0.6,0.56,0.46,0.63,0.0
0.63,0.58,0.48,0.63,0.61,0.6,0.56,0.46,0.63,0.55,0.0
0.58,0.48,0.63,0.61,0.6,0.56,0.46,0.63,0.55,0.56,0.0
0.48,0.63,0.61,0.6,0.56,0.46,0.63,0.55,0.56,0.52,0.0
0.63,0.61,0.6,0.56,0.46,0.63,0.55,0.56,0.52,0.46,0.0
0.61,0.6,0.56,0.46,0.63,0.55,0.56,0.52,0.46,0.55,0.0
0.6,0.56,0.46,0.63,0.55,0.56,0.52,0.46,0.55,0.48,0.0
0.56,0.46,0.63,0.55,0.56,0.52,0.46,0.55,0.48,0.47,0.0
0.46,0.63,0.55,0.56,0.52,0.46,0.55,0.48,0.47,0.51,0.0
0.63,0.55,0.56,0.52,0.46,0.55,0.48,0.47,0.51,0.57,0.0
0.55,0.56,0.52,0.46,0.55,0.48,0.47,0.51,0.57,0.61,0.0
0.56,0.52,0.46,0.55,0.48,0.47,0.51,0.57,0.61,0.46,0.0
0.52,0.46,0.55,0.48,0.47,0.51,0.57,0.61,0.46,0.57,0.0
0.46,0.55,0.48,0.47,0.51,0.57,0.61,0.46,0.57,0.49,0.0
0.55,0.48,0.47,0.51,0.57,0.61,0.46,0.57,0.49,0.55,0.0
0.48,0.47,0.51,0.57,0.61,0.46,0.57,0.49,0.55,0.58,0.0
0.47,0.51,0.57,0.61,0.46,0.57,0.49,0.55,0.58,0.59,0.0
0.51,0.57,0.61,0.46,0.57,0.49,0.55,0.58,0.59,0.54,0.0
0.57,0.61,0.46,0.57,0.49,0.55,0.58,0.59,0.54,0.61,0.0
0.61,0.46,0.57,0.49,0.55,0.58,0.59,0.54,0.61,0.47,0.0
0.46,0.57,0.49,0.55,0.58,0.59,0.54,0.61,0.47,0.46,0.0
0.57,0.49,0.55,0.58,0.59,0.54,0.61,0.47,0.46,0.55,0.0
0.49,0.55,0.58,0.59,0.54,0.61,0.47,0.46,0.55,0.48,0.0
0.55,0.58,0.59,0.54,0.61,0.47,0.46,0.55,0.48,0.43,0.0
0.58,0.59,0.54,0.61,0.47,0.46,0.55,0.48,0.43,0.43,0.0
0.59,0.54,0.61,0.47,0.46,0.55,0.48,0.43,0.43,0.53,0.0
0.54,0.61,0.47,0.46,0.55,0.48,0.43,0.43,0.53,0.54,0.0
0.61,0.47,0.46,0.55,0.48,0.43,0.43,0.53,0.54,0.43,0.0
0.47,0.46,0.55,0.48,0.43,0.43,0.53,0.54,0.43,0.52,0.0
0.46,0.55,0.48,0.43,0.43,0.53,0.54,0.43,0.52,0.5,0.0
0.55,0.48,0.43,0.43,0.53,0.54,0.43,0.52,0.5,0.47,0.0
0.48,0.43,0.43,0.53,0.54,0.43,0.52,0.5,0.47,0.5,0.0
0.43,0.43,0.53,0.54,0.43,0.52,0.5,0.47,0.5,0.47,0.0
0.43,0.53,0.54,0.43,0.52,0.5,0.47,0.5,0.47,0.52,0.0
0.53,0.54,0.43,0.52,0.5,0.47,0.5,0.47,0.52,0.49,0.0
0.54,0.43,0.52,0.5,0.47,0.5,0.47,0.52,0.49,0.42,0.0
0.43,0.52,0.5,0.47,0.5,0.47,0.52,0.49,0.42,0.37,0.0
0.52,0.5,0.47,0.5,0.47,0.52,0.49,0.42,0.37,0.54,0.0
0.5,0.47,0.5,0.47,0.52,0.49,0.42,0.37,0.54,0.56,0.0
0.47,0.5,0.47,0.52,0.49,0.42,0.37,0.54,0.56,0.42,0.0
0.5,0.47,0.52,0.49,0.42,0.37,0.54,0.56,0.42,0.44,0.0
0.47,0.52,0.49,0.42,0.37,0.54,0.56,0.42,0.44,0.4,0.0
0.52,0.49,0.42,0.37,0.54,0.56,0.42,0.44,0.4,0.5,0.0
0.49,0.42,0.37,0.54,0.56,0.42,0.44,0.4,0.5,0.52,0.0
0.42,0.37,0.54,0.56,0.42,0.44,0.4,0.5,0.52,0.43,0.0
0.37,0.54,0.56,0.42,0.44,0.4,0.5,0.52,0.43,0.43,0.0
0.54,0.56,0.42,0.44,0.4,0.5,0.52,0.43,0.43,0.37,0.0
0.56,0.42,0.44,0.4,0.5,0.52,0.43,0.43,0.37,0.54,0.0
0.42,0.44,0.4,0.5,0.52,0.43,0.43,0.37,0.54,0.43,0.0
0.44,0.4,0.5,0.52,0.43,0.43,0.37,0.54,0.43,0.48,0.0
0.4,0.5,0.52,0.43,0.43,0.37,0.54,0.43,0.48,0.41,0.0
0.5,0.52,0.43,0.43,0.37,0.54,0.43,0.48,0.41,0.49,0.0
0.52,0.43,0.43,0.37,0.54,0.43,0.48,0.41,0.49,0.36,0.0
0.43,0.43,0.37,0.54,0.43,0.48,0.41,0.49,0.36,0.36,0.0
0.43,0.37,0.54,0.43,0.48,0.41,0.49,0.36,0.36,0.5,0.0
0.37,0.54,0.43,0.48,0.41,0.49,0.36,0.36,0.5,0.38,0.0
0.54,0.43,0.48,0.41,0.49,0.36,0.36,0.5,0.38,0.39,0.0
0.43,0.48,0.41,0.49,0.36,0.36,0.5,0.38,0.39,0.42,0.0
0.48,0.41,0.49,0.36,0.36,0.5,0.38,0.39,0.42,0.4,0.0
0.41,0.49,0.36,0.36,0.5,0.38,0.39,0.42,0.4,0.36,0.0
0.49,0.36,0.36,0.5,0.38,0.39,0.42,0.4,0.36,0.54,0.0
0.36,0.36,0.5,0.38,0.39,0.42,0.4,0.36,0.54,0.44,0.0
0.36,0.5,0.38,0.39,0.42,0.4,0.36,0.54,0.44,0.4,0.0
0.5,0.38,0.39,0.42,0.4,0.36,0.54,0.44,0.4,0.37,0.0
0.38,0.39,0.42,0.4,0.36,0.54,0.44,0.4,0.37,0.49,0.0
0.39,0.42,0.4,0.36,0.54,0.44,0.4,0.37,0.49,0.51,0.0
0.42,0.4,0.36,0.54,0.44,0.4,0.37,0.49,0.51,0.38,0.0
0.4,0.36,0.54,0.44,0.4,0.37,0.49,0.51,0.38,0.48,0.0
0.36,0.54,0.44,0.4,0.37,0.49,0.51,0.38,0.48,0.5,0.0
0.54,0.44,0.4,0.37,0.49,0.51,0.38,0.48,0.5,0.4,0.0
0.44,0.4,0.37,0.49,0.51,0.38,0.48,0.5,0.4,0.45,0.0
0.4,0.37,0.49,0.51,0.38,0.48,0.5,0.4,0.45,0.43,0.0
0.37,0.49,0.51,0.38,0.48,0.5,0.4,0.45,0.43,0.47,0.0
0.49,0.51,0.38,0.48,0.5,0.4,0.45,0.43,0.47,0.53,0.0
0.51,0.38,0.48,0.5,0.4,0.45,0.43,0.47,0.53,0.48,0.0
0.38,0.48,0.5,0.4,0.45,0.43,0.47,0.53,0.48,0.49,0.0
0.48,0.5,0.4,0.45,0.43,0.47,0.53,0.48,0.49,0.52,0.0
0.5,0.4,0.45,0.43,0.47,0.53,0.48,0.49,0.52,0.6,0.0
0.4,0.45,0.43,0.47,0.53,0.48,0.49,0.52,0.6,0.56,0.0
0.45,0.43,0.47,0.53,0.48,0.49,0.52,0.6,0.56,0.51,0.0
0.43,0.47,0.53,0.48,0.49,0.52,0.6,0.56,0.51,0.44,0.0
0.47,0.53,0.48,0.49,0.52,0.6,0.56,0.51,0.44,0.53,0.0
0.53,0.48,0.49,0.52,0.6,0.56,0.51,0.44,0.53,0.61,0.0
0.48,0.49,0.52,0.6,0.56,0.51,0.44,0.53,0.61,0.6,0.0
0.49,0.52,0.6,0.56,0.51,0.44,0.53,0.61,0.6,0.46,0.0
0.52,0.6,0.56,0.51,0.44,0.53,0.61,0.6,0.46,0.56,0.0
0.6,0.56,0.51,0.44,0.53,0.61,0.6,0.46,0.56,0.66,0.0
0.56,0.51,0.44,0.53,0.61,0.6,0.46,0.56,0.66,0.58,0.0
0.51,0.44,0.53,0.61,0.6,0.46,0.56,0.66,0.58,0.52,0.0
0.44,0.53,0.61,0.6,0.46,0.56,0.66,0.58,0.52,0.67,0.0
0.53,0.61,0.6,0.46,0.56,0.66,0.58,0.52,0.67,0.61,0.0
0.61,0.6,0.46,0.56,0.66,0.58,0.52,0.67,0.61,0.56,0.0
0.6,0.46,0.56,0.66,0.58,0.52,0.67,0.61,0.56,0.63,0.0
0.46,0.56,0.66,0.58,0.52,0.67,0.61,0.56,0.63,0.49,0.0
0.56,0.66,0.58,0.52,0.67,0.61,0.56,0.63,0.49,0.5,0.0
0.66,0.58,0.52,0.67,0.61,0.56,0.63,0.49,0.5,0.56,0.0
0.58,0.52,0.67,0.61,0.56,0.63,0.49,0.5,0.56,0.62,0.0
0.52,0.67,0.61,0.56,0.63,0.49,0.5,0.56,0.62,0.59,0.0
0.67,0.61,0.56,0.63,0.49,0.5,0.56,0.62,0.59,0.63,0.0
0.61,0.56,0.63,0.49,0.5,0.56,0.62,0.59,0.63,0.52,0.0
0.56,0.63,0.49,0.5,0.56,0.62,0.59,0.63,0.52,0.63,0.0
0.63,0.49,0.5,0.56,0.62,0.59,0.63,0.52,0.63,0.6,0.0
0.49,0.5,0.56,0.62,0.59,0.63,0.52,0.63,0.6,0.62,0.0
0.5,0.56,0.62,0.59,0.63,0.52,0.63,0.6,0.62,0.65,0.0
0.56,0.62,0.59,0.63,0.52,0.63,0.6,0.62,0.65,0.53,0.0
0.62,0.59,0.63,0.52,0.63,0.6,0.62,0.65,0.53,0.64,0.0
0.59,0.63,0.52,0.63,0.6,0.62,0.65,0.53,0.64,0.63,0.0
0.63,0.52,0.63,0.6,0.62,0.65,0.53,0.64,0.63,0.56,0.0
0.52,0.63,0.6,0.62,0.65,0.53,0.64,0.63,0.56,0.68,0.0
0.63,0.6,0.62,0.65,0.53,0.64,0.63,0.56,0.68,0.65,0.0
0.6,0.62,0.65,0.53,0.64,0.63,0.56,0.68,0.65,0.68,0.0
0.62,0.65,0.53,0.64,0.63,0.56,0.68,0.65,0.68,0.57,0.0
0.65,0.53,0.64,0.63,0.56,0.68,0.65,0.68,0.57,0.66,0.0
0.53,0.64,0.63,0.56,0.68,0.65,0.68,0.57,0.66,0.65,0.0
0.64,0.63,0.56,0.68,0.65,0.68,0.57,0.66,0.65,0.59,0.0
0.63,0.56,0.68,0.65,0.68,0.57,0.66,0.65,0.59,0.57,0.0
0.56,0.68,0.65,0.68,0.57,0.66,0.65,0.59,0.57,0.63,0.0
0.68,0.65,0.68,0.57,0.66,0.65,0.59,0.57,0.63,0.65,0.0
0.65,0.68,0.57,0.66,0.65,0.59,0.57,0.63,0.65,0.58,0.0
0.68,0.57,0.66,0.65,0.59,0.57,0.63,0.65,0.58,0.59,0.0
0.57,0.66,0.65,0.59,0.57,0.63,0.65,0.58,0.59,0.69,0.0
0.66,0.65,0.59,0.57,0.63,0.65,0.58,0.59,0.69,0.56,0.0
0.65,0.59,0.57,0.63,0.65,0.58,0.59,0.69,0.56,0.64,0.0
0.59,0.57,0.63,0.65,0.58,0.59,0.69,0.56,0.64,0.6,0.0
0.57,0.63,0.65,0.58,0.59,0.69,0.56,0.64,0.6,0.62,0.0
0.63,0.65,0.58,0.59,0.69,0.56,0.64,0.6,0.62,0.68,0.0
0.65,0.58,0.59,0.69,0.56,0.64,0.6,0.62,0.68,0.65,0.0
0.58,0.59,0.69,0.56,0.64,0.6,0.62,0.68,0.65,0.66,0.0
0.59,0.69,0.56,0.64,0.6,0.62,0.68,0.65,0.66,0.56,0.0
0.69,0.56,0.64,0.6,0.62,0.68,0.65,0.66,0.56,0.72,0.0
0.56,0.64,0.6,0.62,0.68,0.65,0.66,0.56,0.72,0.69,0.0
0.64,0.6,0.62,0.68,0.65,0.66,0.56,0.72,0.69,0.59,0.0
0.6,0.62,0.68,0.65,0.66,0.56,0.72,0.69,0.59,0.59,0.0
0.62,0.68,0.65,0.66,0.56,0.72,0.69,0.59,0.59,0.52,0.0
0.68,0.65,0.66,0.56,0.72,0.69,0.59,0.59,0.52,0.61,0.0
0.65,0.66,0.56,0.72,0.69,0.59,0.59,0.52,0.61,0.67,0.0
0.66,0.56,0.72,0.69,0.59,0.59,0.52,0.61,0.67,0.57,0.0
0.56,0.72,0.69,0.59,0.59,0.52,0.61,0.67,0.57,0.7,0.0
0.72,0.69,0.59,0.59,0.52,0.61,0.67,0.57,0.7,0.51,0.0
0.69,0.59,0.59,0.52,0.61,0.67,0.57,0.7,0.51,0.68,0.0
0.59,0.59,0.52,0.61,0.67,0.57,0.7,0.51,0.68,0.56,0.0
0.59,0.52,0.61,0.67,0.57,0.7,0.51,0.68,0.56,0.68,0.0
0.52,0.61,0.67,0.57,0.7,0.51,0.68,0.56,0.68,0.56,0.0
0.61,0.67,0.57,0.7,0.51,0.68,0.56,0.68,0.56,0.55,0.0
0.67,0.57,0.7,0.51,0.68,0.56,0.68,0.56,0.55,0.58,0.0
0.57,0.7,0.51,0.68,0.56,0.68,0.56,0.55,0.58,0.53,0.0
0.7,0.51,0.68,0.56,0.68,0.56,0.55,0.58,0.53,0.63,0.0
0.51,0.68,0.56,0.68,0.56,0.55,0.58,0.53,0.63,0.56,0.0
0.68,0.56,0.68,0.56,0.55,0.58,0.53,0.63,0.56,0.54,0.0
0.56,0.68,0.56,0.55,0.58,0.53,0.63,0.56,0.54,0.58,0.0
0.68,0.56,0.55,0.58,0.53,0.63,0.56,0.54,0.58,0.58,0.0
0.56,0.55,0.58,0.53,0.63,0.56,0.54,0.58,0.58,0.56,0.0
0.55,0.58,0.53,0.63,0.56,0.54,0.58,0.58,0.56,0.62,0.0
0.58,0.53,0.63,0.56,0.54,0.58,0.58,0.56,0.62,0.53,0.0
0.53,0.63,0.56,0.54,0.58,0.58,0.56,0.62,0.53,0.55,0.0
0.63,0.56,0.54,0.58,0.58,0.56,0.62,0.53,0.55,0.58,0.0
0.56,0.54,0.58,0.58,0.56,0.62,0.53,0.55,0.58,0.54,0.0
0.54,0.58,0.58,0.56,0.62,0.53,0.55,0.58,0.54,0.48,0.0
0.58,0.58,0.56,0.62,0.53,0.55,0.58,0.54,0.48,0.51,0.0
0.58,0.56,0.62,0.53,0.55,0.58,0.54,0.48,0.51,0.6,0.0
0.56,0.62,0.53,0.55,0.58,0.54,0.48,0.51,0.6,0.61,0.0
0.62,0.53,0.55,0.58,0.54,0.48,0.51,0.6,0.61,0.6,0.0
0.53,0.55,0.58,0.54,0.48,0.51,0.6,0.61,0.6,0.58,0.0
0.55,0.58,0.54,0.48,0.51,0.6,0.61,0.6,0.58,0.66,0.0
0.58,0.54,0.48,0.51,0.6,0.61,0.6,0.58,0.66,0.64,0.0
0.54,0.48,0.51,0.6,0.61,0.6,0.58,0.66,0.64,0.57,0.0
0.48,0.51,0.6,0.61,0.6,0.58,0.66,0.64,0.57,0.61,0.0
0.51,0.6,0.61,0.6,0.58,0.66,0.64,0.57,0.61,0.57,0.0
0.6,0.61,0.6,0.58,0.66,0.64,0.57,0.61,0.57,0.52,0.0
0.61,0.6,0.58,0.66,0.64,0.57,0.61,0.57,0.52,0.53,0.0
0.6,0.58,0.66,0.64,0.57,0.61,0.57,0.52,0.53,0.65,0.0
0.58,0.66,0.64,0.57,0.61,0.57,0.52,0.53,0.65,0.52,0.0
0.66,0.64,0.57,0.61,0.57,0.52,0.53,0.65,0.52,0.55,0.0
0.64,0.57,0.61,0.57,0.52,0.53,0.65,0.52,0.55,0.48,0.0
0.57,0.61,0.57,0.52,0.53,0.65,0.52,0.55,0.48,0.62,0.0
0.61,0.57,0.52,0.53,0.65,0.52,0.55,0.48,0.62,0.58,0.0
0.57,0.52,0.53,0.65,0.52,0.55,0.48,0.62,0.58,0.54,0.0
0.52,0.53,0.65,0.52,0.55,0.48,0.62,0.58,0.54,0.6,0.0
0.53,0.65,0.52,0.55,0.48,0.62,0.58,0.54,0.6,0.52,0.0
0.65,0.52,0.55,0.48,0.62,0.58,0.54,0.6,0.52,0.62,0.0
0.52,0.55,0.48,0.62,0.58,0.54,0.6,0.52,0.62,0.54,0.0
0.55,0.48,0.62,0.58,0.54,0.6,0.52,0.62,0.54,0.63,0.0
0.48,0.62,0.58,0.54,0.6,0.52,0.62,0.54,0.63,0.5,0.0
0.62,0.58,0.54,0.6,0.52,0.62,0.54,0.63,0.5,0.56,0.0
0.58,0.54,0.6,0.52,0.62,0.54,0.63,0.5,0.56,0.49,0.0
0.54,0.6,0.52,0.62,0.54,0.63,0.5,0.56,0.49,0.55,0.0
0.6,0.52,0.62,0.54,0.63,0.5,0.56,0.49,0.55,0.52,0.0
0.52,0.62,0.54,0.63,0.5,0.56,0.49,0.55,0.52,0.5,0.0
0.62,0.54,0.63,0.5,0.56,0.49,0.55,0.52,0.5,0.47,0.0
0.54,0.63,0.5,0.56,0.49,0.55,0.52,0.5,0.47,0.51,0.0
0.63,0.5,0.56,0.49,0.55,0.52,0.5,0.47,0.51,0.62,0.0
0.5,0.56,0.49,0.55,0.52,0.5,0.47,0.51,0.62,0.52,0.0
0.56,0.49,0.55,0.52,0.5,0.47,0.51,0.62,0.52,0.61,0.0
0.49,0.55,0.52,0.5,0.47,0.51,0.62,0.52,0.61,0.56,0.0
0.55,0.52,0.5,0.47,0.51,0.62,0.52,0.61,0.56,0.6,0.0
0.52,0.5,0.47,0.51,0.62,0.52,0.61,0.56,0.6,0.5,0.0
